sep=,
Measurement Mode:,Extended (Quaternion)
StartTime:,Wed, 18 Aug 2021 21:57:44 GMT
© Xsens Technologies B. V. 2005-2021

Timestamp,Address,Quaternion_w,Quaternion_x,Quaternion_y,Quaternion_z,FreeAcc_x,FreeAcc_y,FreeAcc_z,Status,ClipCountAcc,ClipCountGyr
563711048,d4-ca-6e-f1-69-20,0.6316172480583191,-0.37226471304893494,-0.4071798026561737,-0.5446863174438477,-0.020589342340826988,-0.01687813363969326,0.08476638793945312,0,0,0
563711048,d4-ca-6e-f1-65-50,0.8102353811264038,0.12324042618274689,-0.5391992330551147,0.1938932240009308,0.04040622338652611,0.017480166628956795,0.019621849060058594,0,0,0
563711048,d4-ca-6e-f1-69-80,0.4005697965621948,-0.49288123846054077,-0.25167328119277954,-0.730255126953125,-0.025756962597370148,-0.018097173422574997,0.018785476684570312,0,0,0
563761049,d4-ca-6e-f1-74-d2,0.8142196536064148,-0.12003207951784134,-0.5430605411529541,-0.16650500893592834,0.020267261192202568,-0.04151105135679245,-0.027097702026367188,0,0,0
563811050,d4-ca-6e-f1-6a-7d,0.4112461507320404,0.47579121589660645,-0.2875291705131531,0.7223754525184631,-0.007862850092351437,-0.010864741168916225,0.15792274475097656,0,0,0
563811050,d4-ca-6e-f1-69-80,0.40053582191467285,-0.49286651611328125,-0.25169429183006287,-0.7302765250205994,-0.0032258806750178337,-0.02888329327106476,0.018388748168945312,0,0,0
563811050,d4-ca-6e-f1-69-20,0.6316258907318115,-0.3722497224807739,-0.40717098116874695,-0.5446930527687073,-0.008620894514024258,-0.021247364580631256,0.0741729736328125,0,0,0
563811050,d4-ca-6e-f1-65-50,0.8102290630340576,0.12329310923814774,-0.5391917824745178,0.19390718638896942,0.015213632956147194,0.021975792944431305,0.016287803649902344,0,0,0
563911052,d4-ca-6e-f1-69-20,0.6316114664077759,-0.3722783029079437,-0.4071606397628784,-0.5446979999542236,-0.018193284049630165,0.004975845571607351,0.08463287353515625,0,0,0
563911052,d4-ca-6e-f1-65-50,0.8102034330368042,0.12331491708755493,-0.5392168164253235,0.19393064081668854,0.0017764809308573604,0.0004045584355480969,0.009958267211914062,0,0,0
563911052,d4-ca-6e-f1-6a-7d,0.4112849831581116,0.47577103972435,-0.28751733899116516,0.7223714590072632,-0.02164722979068756,-0.014238893054425716,0.14749431610107422,0,0,0
563911052,d4-ca-6e-f1-69-80,0.40057626366615295,-0.49285492300987244,-0.2517164647579193,-0.730254590511322,0.000005476067599374801,-0.016953233629465103,0.019906044006347656,0,0,0
564011054,d4-ca-6e-f1-69-20,0.6316141486167908,-0.37226971983909607,-0.4071599841117859,-0.5447012782096863,-0.018106114119291306,-0.00712268752977252,0.08959007263183594,0,0,0
564011054,d4-ca-6e-f1-65-50,0.8101964592933655,0.12331543117761612,-0.5392289161682129,0.19392582774162292,0.028505053371191025,0.001105047995224595,0.02168750762939453,0,0,0
564011054,d4-ca-6e-f1-6a-7d,0.41131505370140076,0.4757591784000397,-0.287479430437088,0.7223770618438721,0.005976401269435883,-0.002178804250434041,0.16248035430908203,0,0,0
564011054,d4-ca-6e-f1-69-80,0.4006005823612213,-0.4928593635559082,-0.25171229243278503,-0.7302395701408386,-0.03179393708705902,-0.024037253111600876,0.03086090087890625,0,0,0
564011054,d4-ca-6e-f1-74-d2,0.8141956329345703,-0.12016570568084717,-0.5430388450622559,-0.16659687459468842,0.0031068301759660244,-0.05684593692421913,-0.026403427124023438,0,0,0
564111056,d4-ca-6e-f1-6a-7d,0.4113519489765167,0.47571149468421936,-0.2874721884727478,0.7223905324935913,-0.01263261679559946,-0.030510189011693,0.1583242416381836,0,0,0
564111056,d4-ca-6e-f1-69-80,0.4006595015525818,-0.49283015727996826,-0.2517573833465576,-0.7302114367485046,0.008334015496075153,-0.004315811675041914,0.019786834716796875,0,0,0
